tour_place,tour_place_theme,tour_place_tag,tour_place_score,like,zzim,review
문석이오름 [출입제한 - 자연휴식년제 적용 중],제주시 > 구좌,#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보,4,1,1,1
미천굴,서귀포시 > 성산,#아이 #맑음 #여름 #자연경관 #포토스팟 #어린이 #무장애관광,3,4,112,1
민속해안로,서귀포시 > 표선,#맑음,4,0,36,1
바늘오름,제주시 > 조천,#친구 #경관/포토 #휴식/힐링 #체험관광 #액티비티 #오름 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟,5,0,8,1
바람모루,서귀포시 > 서귀포시내,#자연경관 #어린이,5,0,9,1
박성내,제주시 > 제주시내,#제주4.3 #역사유적 #어트랙션,5,1,2,1
발자국화석공원,서귀포시 > 대정,#경관/포토 #문화유적지 #사계절,3,1,47,1
밧돌오름,제주시 > 구좌,#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이,5,1,5,1
방선문,제주시 > 제주시내,#자연경관 #물놀이,5,1,22,1
베릿네오름,서귀포시 > 중문,#도보여행 #도보,5,1,7,1
보물섬하이킹,제주시 > 제주시내,#어트랙션,5,6,11,1
볼레낭길,서귀포시 > 안덕,#도보,5,0,11,1
북촌포구,제주시 > 제주시내,#맑음 #겨울 #자연경관 #문화관광 #역사유적 #2022_마을산책_봄 #Moment_봄,5,1,7,1
북촌환해장성,제주시 > 조천,#흐림 #문화유적지 #청년 #중/장년 #문화관광 #역사유적 #어린이 #2022_마을산책_봄 #Moment_봄,5,0,9,1
브릭캠퍼스,제주시 > 제주시내,#비.눈 #겨울 #실내관광지 #어린이 #캠핑 #캠핑장 #언택트 #어트랙션,5,15,243,1
블란디야,서귀포시 > 서귀포시내,#올레길 #수상레저 #바비큐 #반려동물보호소 #교통 #반려동물동반입장 #반려동물 #반려동물동반_숙소,3,0,2,1
비자림농원,제주시 > 조천,#키위 #어린이 #어트랙션,0,1,57,1
비치미오름,제주시 > 구좌,#친구 #아이 #맑음 #경관/포토 #오름 #자연경관 #도보여행 #도보 #포토스팟 #어린이,5,1,6,1
빛의 벙커,서귀포시 > 성산,#미술관 #실내관광지 #우수관광사업체,5,2,65,1
빠우사,제주시 > 조천,#음식 #디저트 #웰니스 #관광지,5,1,3,1
산방산 수국,서귀포시 > 서귀포시내,#친구 #커플 #맑음 #여름 #자연경관 #포토스팟 #어트랙션 #수국,5,0,61,1
산천단곰솔,제주시 > 제주시내,#친구 #휴식/힐링 #자연경관,5,0,8,1
삼각봉,제주시 > 제주시내,#친구 #경관/포토 #오름 #사계절 #자연경관 #포토스팟,5,1,6,1
삼매봉,서귀포시 > 서귀포시내,#친구 #맑음 #아이 #경관/포토 #휴식/힐링 #오름 #사계절 #자연경관 #포토스팟 #어린이,5,1,3,1
서광리 곶자왈생태탐방로,서귀포시 > 안덕,#여름 #도보여행 #도보 #곶자왈 #숲,5,0,20,1
서귀포예술의전당,서귀포시 > 서귀포시내,#흐림 #사계절 #실내관광지 #문화관광 #어트랙션 #무장애관광,5,1,3,1
서귀포흑돈,서귀포시 > 서귀포시내,#고등어구이 #음식 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,5,0,19,1
서복전시관,서귀포시 > 서귀포시내,#어트랙션 #무장애관광 #공영관광지,5,1,8,1
서프라이즈테마파크,제주시 > 조천,#경관/포토 #미술/박물관 #전시와 행사 #우수관광사업체 #체험 #포토스팟 #어린이 #어트랙션 #안전여행스탬프 #무장애관광 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_관광지,5,3,124,1
선흘1리,제주시 > 조천,#역사유적,5,0,8,1
섬속의섬우도렌트,섬 속의 섬 > 우도,#체험 #레저/체험 #어트랙션,5,1,20,1
성김대건신부표착기념관,제주시 > 한경,#실내관광지 #문화관광 #어트랙션 #무장애관광,3,1,17,1
성불오름,제주시 > 구좌,#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이,5,1,7,1
성산 유채꽃재배단지,서귀포시 > 성산,#경관/포토 #자연경관 #포토스팟 #봄꽃 #유채꽃,5,6,115,1
성산풀하우스,서귀포시 > 성산,#독채 #바비큐 #반려동물보호소 #공공와이파이존 #단체여행객 #해수욕장 #온돌방 #반려동물동반입장 #반려동물 #무장애관광 #반려동물동반_숙소,5,2,3,1
세계술박물관,서귀포시 > 표선,#비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션,4,3,103,1
세리월드 테마파크,서귀포시 > 서귀포시내,#실내관광지 #체험 #레저/체험 #어린이 #테마공원 #어트랙션,5,6,203,1
소라의성,서귀포시 > 서귀포시내,#실내관광지 #문화관광 #어트랙션,5,1,10,1
쇠소깍해양레저타운,서귀포시 > 서귀포시내,#커플 #맑음 #여름 #체험 #레저/체험 #물놀이 #어트랙션,3,1,70,1
수산저수지,제주시 > 애월,#포토스팟,5,0,17,1
시크릿가든촬영지,서귀포시 > 중문,#휴식/힐링 #포토스팟 #어트랙션,5,2,166,1
신화워터파크,서귀포시 > 안덕,#실내관광지 #체험 #레저/체험 #어린이 #수상레저 #테마공원 #어트랙션 #안전여행스탬프 #제주신화월드 #무장애관광,5,2,63,1
신흥바다낚시공원(낚고락고),제주시 > 조천,# 이색체험,5,0,0,1
쌍용굴(한림공원),제주시 > 한림,#흐림 #여름 #자연경관 #포토스팟 #무장애관광,5,2,98,1
알오름(표선면),서귀포시 > 표선,#도보여행 #도보,1,1,7,1
알프스승마장포니,서귀포시 > 표선,#가을 #체험 #레저/체험 #어트랙션 #무장애관광,3,0,27,1
애월 하물,제주시 > 애월,#자연경관 #어린이,4,1,16,1
야크마을,서귀포시 > 서귀포시내,#수영장 #체험 #레저/체험 #음식 #식당 #한식 #카페 #가족호텔 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소,5,2,2,1
어린이교통공원,제주시 > 제주시내,#액티비티 #체험관광 #실내관광지 #체험 #레저/체험 #포토스팟 #어린이 #어트랙션,0,1,16,1
엠버퓨어힐호텔&리조트,제주시 > 제주시내,#반려동물동반_숙소,5,0,0,1
예촌민박,서귀포시 > 남원,#고향민박 #자연경관 #자연학습장 #힐링 #반려동물동반_숙소 #반려동물동반입장 #반려동물,5,0,2,1
오데뜨,제주시 > 한림,#음식 #리조또 #우동 #스테이크 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #크림우동 #알리오올리오파스타 #새우파스타 #흑돼지 #덮밥 #전복리조또 #안심스테이크 #샐러드 #삼합 #바게트 #레몬에이드 #에이드 #와인,3,1,16,1
오백나한,서귀포시 > 서귀포시내,#포토스팟 #물놀이,5,0,14,1
오현단,제주시 > 제주시내,#역사유적 #어트랙션,5,3,6,1
온평리 포구,서귀포시 > 성산,#봄 #자연경관 #역사유적,4,1,10,1
와흘본향당,제주시 > 조천,#어트랙션 #2023_관광10선_봄 #Moment_봄,5,0,10,1
왈종미술관,서귀포시 > 서귀포시내,#비.눈 #겨울 #실내관광지 #미술관 #문화관광 #어트랙션 #무장애관광,5,2,46,1
왕이메오름,서귀포시 > 안덕,#휴식/힐링 #경관/포토 #혼자 #친구 #맑음 #흐림 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟 #어트랙션,4,0,6,1
외도339,제주시 > 제주시내,#청귤청에이드 #바밤바밀크티 #음식 #카페 #반려동물동반_식당카페,5,0,4,1
용수항,제주시 > 한경,#혼자 #친구 #커플 #올레 #역사유적,5,1,9,1
우도올레보트,섬 속의 섬 > 우도,#체험 #레저/체험 #수상레저 #어트랙션,5,0,18,1
월대천,제주시 > 제주시내,#자연경관 #어린이,5,0,15,1
유건에오름,서귀포시 > 성산,#도보여행 #도보,5,2,4,1
유동룡미술관,제주시 > 한림,#건축문화기행 #2023_관광10선_가을,5,1,3,1
이덕구 산전,제주시 > 조천,#제주4.3 #역사유적 #어트랙션,5,1,1,1
이음새 농장,서귀포시 > 남원,#어트랙션,5,1,5,1
인스밀,서귀포시 > 대정,# 제주보리 # 보리과즐 # 보리스콘 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,5,0,4,1
"자배봉(자배오름,망오름)",서귀포시 > 남원,#도보여행 #도보,5,0,4,1
절부암,제주시 > 한경,#자연경관 #무장애관광,4,0,4,1
제주901,제주시 > 제주시내,#휴식 #커플 #음식 #식당 #브런치 #비건 #샐러드 #아메리카노 #스무디 #샌드위치 #버섯샌드위치 #아보카도샐러드 #콩샐러드 #수프류 #쿠키 #러닝홀리데이인제주,5,5,6,1
제주고산리유적,제주시 > 한경,#토기 #자연경관 #문화관광 #체험 #역사유적 #어트랙션 #반려동물 #반려동물동반입장 #반려동물동반_관광지 #무장애관광,5,0,3,1
제주난타,제주시 > 제주시내,#남자 #부모 #친구 #커플 #전시/행사 #비/바람/눈 #실내관광지 #어트랙션 #무장애관광,5,2,60,1
제주돌창고,제주시 > 한경,#친구 #아이 #카페 #음식 #차 #떡 #에이드 #팥빙수 #아메리카노 #에스프레소 #식당 #전통음료 #말차라떼 #석류차 #석류에이드 #라떼 #카페라떼 #바닐라라떼 #양갱 #초코라떼 #우수관광사업체 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,5,1,11,1
제주라프 짚라인,제주시 > 조천,#여름 #가을 #체험 #레저/체험 #어트랙션 #무장애관광,5,7,229,1
제주롯데스카이힐컨트리클럽,서귀포시 > 서귀포시내,#레저/체험 #어트랙션 #무장애관광,5,0,0,1
제주민속식품,제주시 > 구좌,#쇼핑 #관광기념품 #상점/상가,5,0,16,1
제주바다체험장,제주시 > 구좌,#어린이 #수상레저 #어트랙션,4,1,29,1
제주베스트힐 펜션&글램핑,제주시 > 조천,#휴양펜션 #펜션 #독채 #한옥 #온돌방 #바비큐 #수영장 #체험 #공공와이파이존 #언택트,4,2,4,1
제주성지,제주시 > 제주시내,#역사유적 #무장애관광,3,1,36,1
제주스쿠터여행,제주시 > 제주시내,#맑음 #체험 #레저/체험 #어트랙션,5,1,24,1
제주승마공원,제주시 > 애월,#커플 #체험 #레저/체험 #어트랙션 #무장애관광 #러닝홀리데이인제주,5,2,73,1
제주안전체험관,제주시 > 애월,#실내관광지 #체험 #어린이 #어트랙션 #관광지,5,2,24,1
제주애단비,제주시 > 한림,#휴양펜션 #독채 #풀빌라 #수영장 #반려동물보호소 #반려동물동반입장 #반려동물 #반려동물동반_숙소,3,0,3,1
제주어울림감귤체험농장,서귀포시 > 성산,#관광지,5,1,15,1
제주에인감귤밭,서귀포시 > 서귀포시내,# 프렌치토스트 # 봉귤주스 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,5,0,2,1
제주올레 12코스,서귀포시 > 대정,#혼자 #봄 #가을 #자연경관 #도보여행 #도보,5,3,8,1
제주올레 13코스,제주시 > 한경,#혼자 #봄 #자연경관 #도보여행 #도보,3,1,13,1
제주올레 15-B코스,제주시 > 한림,#맑음 #올레 #봄 #가을 #도보여행 #도보,5,0,28,1
제주올레 18-1코스,섬 속의 섬 > 추차도,#혼자 #봄 #가을 #자연경관 #도보여행 #도보,5,1,12,1
제주워터월드,서귀포시 > 서귀포시내,#맑음 #액티비티 #실내관광지 #체험 #레저/체험 #어린이 #수상레저 #어트랙션,5,1,28,1
제주제트,서귀포시 > 서귀포시내,#체험 #레저/체험 #해변 #물놀이 #어트랙션 #안전여행스탬프,5,2,50,1
제주카트클럽,제주시 > 한림,#맑음 #액티비티 #체험 #레저/체험 #어린이 #어트랙션,5,1,41,1
제주항 국제크루즈터미널,제주시 > 제주시내,#커플 #혼자 #비/바람/눈 #안개/흐림 #맑음 #중/장년 #청년 #노년 #,5,0,3,1
제주항일기념관,제주시 > 조천,#겨울 #실내관광지 #어트랙션 #무장애관광 #공영관광지,5,0,23,1
제주향교,제주시 > 제주시내,#실내관광지 #역사유적 #어트랙션 #무장애관광,5,0,33,1
좌보미오름,서귀포시 > 표선,#맑음 #오름 #자연경관 #도보여행 #도보,5,0,9,1
중엄리새물,제주시 > 애월,#포토스팟,5,4,20,1
지그리오름 (큰지그리),제주시 > 조천,#도보여행 #도보,5,0,4,1
차귀도달래배낚시체험,제주시 > 한경,# 이색체험,5,0,1,1
차귀도요트,제주시 > 한경,#맑음 #체험 #레저/체험 #어트랙션,5,1,25,1
참살이마을 명도암 농어촌체험마을,제주시 > 제주시내,#흐림 #사계절 #체험 #마을산책 #마을관광 #어트랙션,5,0,5,1
"천아오름(틍낭오름,天娥岳)",제주시 > 애월,#아이 #흐림 #자연경관 #도보여행 #도보 #어린이,3,0,4,1
천지연기정길,서귀포시 > 서귀포시내,#도보여행 #도보,4,0,18,1
초원게스트하우스,섬 속의 섬 > 우도,#카페 #우도 #조식 포함 #공공와이파이존 #교통 #해수욕장 #단체여행객 #반려동물보호소 #가족 #바비큐 #수상레저 #안전인증민박 #반려동물동반입장 #반려동물 #반려동물동반_숙소,5,0,5,1
추사 유배길 - 2코스 인연의 길,제주시 > 한경,#문화관광 #도보여행 #도보 #어트랙션,5,0,11,1
추자도 숭어체험장,섬 속의 섬 > 추차도,#액티비티 #청년 #휴식/치유 #경관/포토 #체험 #레저/체험 #포토스팟 #수상레저 #어트랙션,5,1,9,1
추자등대,섬 속의 섬 > 추차도,#가을 #포토스팟,5,0,7,1
카카오본사(구 스페이스닷원),제주시 > 제주시내,#아이 #실내관광지 #문화관광 #어린이 #어트랙션 #포토스팟 #제주명품42 #제주7대건축물,0,1,23,1
케이제주씨워킹,서귀포시 > 대정,#커플 #맑음 #여름 #체험 #레저/체험 #해변 #물놀이 #어트랙션,5,1,79,1
큰바리메오름,제주시 > 애월,#휴식/힐링 #친구 #커플 #혼자 #자연경관 #도보여행 #도보,5,0,6,1
토이승마장,서귀포시 > 안덕,#가을 #체험 #레저/체험 #어트랙션,5,1,11,1
통오름,서귀포시 > 성산,#휴식/치유 #경관/포토 #액티비티 #친구 #혼자 #커플 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟 #어트랙션,5,2,4,1
통일관,제주시 > 제주시내,#역사유적 #어트랙션,5,1,0,1
트라이브,제주시 > 애월,#굿즈 #오션뷰 #스풀레 #한라봉소르베에이드 #반려동물동반_식당카페 #음식 #카페,5,0,4,1
"판포오름 (널개오름, 板浦岳)",제주시 > 한경,#도보여행 #도보,5,0,5,1
팜핑제주,서귀포시 > 서귀포시내,#언택트 #캠핑 #바비큐 #교통 #공공와이파이존 #부대시설,3,1,1,1
평화통일 불사리탑,제주시 > 조천,#역사유적,3,1,1,1
플레이박스VR,제주시 > 제주시내,#비.눈 #흐림 #사계절 #실내관광지 #어린이 #어트랙션,4,11,80,1
핀크스 골프클럽,서귀포시 > 안덕,#레저/체험 #어트랙션 #럭셔리트래블인제주,4,2,1,1
하도어촌체험마을,제주시 > 구좌,#바릇잡이 #낚시 #체험 #레저/체험 #포토스팟 #어트랙션 #러닝홀리데이인제주,5,3,30,1
한국야구명예전당(야구박물관),서귀포시 > 서귀포시내,#실내관광지 #문화관광 #박물관 #어트랙션,3,1,15,1
함덕잠수함(이고제주),제주시 > 조천,#함덕 #체험 #레저/체험 #어린이 #수상레저 #어트랙션,5,0,80,1
해거름전망대,제주시 > 한경,#어트랙션,5,0,50,1
해녀의 태왁,제주시 > 구좌,#어린이 #어트랙션 #무장애관광,5,2,6,1
훈데르트바서파크,섬 속의 섬 > 우도,#포토스팟 #관광지 #무장애관광,5,0,13,1
브랭섬홀아시아 아이스링크,서귀포시 > 대정,#어린이 #실내관광지,0,0,2,0
(주)제주해양레저 투명카약,제주시 > 애월,#커플 #맑음 #체험 #레저/체험 #해변 #물놀이 #수상레저 #어트랙션,0,0,98,0
4·3해원방사탑,제주시 > 제주시내,#제주4.3 #역사유적 #어트랙션,0,0,1,0
513텐동,제주시 > 제주시내,#반려동물 #반려동물동반입장 #텐동 #식당 #반려동물동반_식당카페 #음식,0,0,3,0
9연대 본부 옛터,서귀포시 > 대정,#제주4.3 #역사유적 #어트랙션,0,1,0,0
Cafe 몽스파,제주시 > 제주시내,#반려동물동반_관광지,0,0,1,0
minagrooming(미나그루밍),제주시 > 한림,#반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
OK승마장,서귀포시 > 표선,# 승마 # 이색체험,0,0,1,0
SM 디지털아트 뮤지엄,제주시 > 애월,#친구 #아이 #사계절 #실내관광지 #문화관광 #어린이 #어트랙션,0,0,29,0
WE호텔 웰니스센터,서귀포시 > 서귀포시내,#테라피 #헬스케어 #호텔 #어트랙션 #럭셔리트래블인제주,0,6,14,0
가마오름,제주시 > 한경,#도보여행 #도보,0,0,20,0
가마오름 진지동굴,제주시 > 한경,#동굴 #오름 #문화관광 #역사유적 #도보여행 #도보 #어린이 #어트랙션,0,2,26,0
가메오름,제주시 > 애월,#자연경관 #도보여행 #도보,0,1,11,0
가문이오름(감은이오름),서귀포시 > 표선,#맑음 #오름 #가을 #자연경관 #도보여행 #도보,0,1,2,0
